session_id,material_english,force_n,slice_mode,segment_label,start_epoch,end_epoch,duration_s,audio_start_idx,audio_end_idx,tactile_row_start_idx,tactile_row_end_idx,video_frame_start,video_frame_end
polyester_f6_r1_v1,polyester,6,sliding,winl06,1607155751.000,1607155765.000,14.000,576000,800000,1079,1514,1083,1505
polyester_f6_r1_v1,polyester,6,sliding,winl07,1607155758.000,1607155772.000,14.000,688000,912000,1296,1726,1294,1715
polyester_f6_r1_v1,polyester,6,sliding,winl08,1607155765.000,1607155779.000,14.000,800000,1024000,1514,1941,1505,1926
polyester_f9_r1_v1,polyester,9,cycle,seg01,1607155866.420,1607155876.620,10.200,102720,265920,724,1770,193,500
polyester_f9_r1_v1,polyester,9,cycle,seg02,1607155876.620,1607155886.740,10.120,265920,427840,1771,2961,500,805
polyester_f9_r1_v1,polyester,9,cycle,seg03,1607155886.740,1607155896.940,10.200,427840,591040,2962,4310,805,1112
polyester_f9_r1_v1,polyester,9,cycle,seg04,1607155896.940,1607155907.120,10.180,591040,753920,4311,5669,1112,1419
polyester_f9_r1_v1,polyester,9,cycle,seg05,1607155907.120,1607155917.280,10.160,753920,916480,5670,6997,1419,1725
polyester_f9_r1_v1,polyester,9,sliding,wins01,1607155860.000,1607155866.000,6.000,0,96000,52,679,0,181
polyester_f9_r1_v1,polyester,9,sliding,wins02,1607155862.500,1607155869.500,7.000,40000,152000,323,1039,75,286
polyester_f9_r1_v1,polyester,9,sliding,wins03,1607155866.000,1607155873.000,7.000,96000,208000,679,1389,181,391
polyester_f9_r1_v1,polyester,9,sliding,wins04,1607155869.500,1607155876.500,7.000,152000,264000,1039,1756,286,497
polyester_f9_r1_v1,polyester,9,sliding,wins05,1607155873.000,1607155880.000,7.000,208000,320000,1389,2124,391,602
polyester_f9_r1_v1,polyester,9,sliding,wins06,1607155876.500,1607155883.500,7.000,264000,376000,1757,2539,497,708
polyester_f9_r1_v1,polyester,9,sliding,wins07,1607155880.000,1607155887.000,7.000,320000,432000,2124,2999,602,813
polyester_f9_r1_v1,polyester,9,sliding,wins08,1607155883.500,1607155890.500,7.000,376000,488000,2539,3477,708,918
polyester_f9_r1_v1,polyester,9,sliding,wins09,1607155887.000,1607155894.000,7.000,432000,544000,2999,3929,813,1024
polyester_f9_r1_v1,polyester,9,sliding,wins10,1607155890.500,1607155897.500,7.000,488000,600000,3477,4385,918,1129
polyester_f9_r1_v1,polyester,9,sliding,wins11,1607155894.000,1607155901.000,7.000,544000,656000,3929,4859,1024,1234
polyester_f9_r1_v1,polyester,9,sliding,wins12,1607155897.500,1607155904.500,7.000,600000,712000,4386,5327,1129,1340
polyester_f9_r1_v1,polyester,9,sliding,wins13,1607155901.000,1607155908.000,7.000,656000,768000,4859,5791,1234,1445
polyester_f9_r1_v1,polyester,9,sliding,wins14,1607155904.500,1607155911.500,7.000,712000,824000,5327,6251,1340,1550
polyester_f9_r1_v1,polyester,9,sliding,wins15,1607155908.000,1607155915.000,7.000,768000,880000,5791,6720,1445,1656
polyester_f9_r1_v1,polyester,9,sliding,wins16,1607155911.500,1607155918.500,7.000,824000,936000,6252,7169,1550,1761
polyester_f9_r1_v1,polyester,9,sliding,wins17,1607155915.000,1607155922.000,7.000,880000,992000,6720,7641,1656,1867
polyester_f9_r1_v1,polyester,9,sliding,winm01,1607155860.000,1607155869.300,9.300,0,148800,52,1018,0,280
polyester_f9_r1_v1,polyester,9,sliding,winm02,1607155864.150,1607155874.450,10.300,66400,231200,499,1540,125,435
polyester_f9_r1_v1,polyester,9,sliding,winm03,1607155869.300,1607155879.600,10.300,148800,313600,1019,2080,280,590
polyester_f9_r1_v1,polyester,9,sliding,winm04,1607155874.450,1607155884.750,10.300,231200,396000,1541,2696,435,745
polyester_f9_r1_v1,polyester,9,sliding,winm05,1607155879.600,1607155889.900,10.300,313600,478400,2081,3394,590,900
polyester_f9_r1_v1,polyester,9,sliding,winm06,1607155884.750,1607155895.050,10.300,396000,560800,2697,4064,745,1055
polyester_f9_r1_v1,polyester,9,sliding,winm07,1607155889.900,1607155900.200,10.300,478400,643200,3395,4745,900,1210
polyester_f9_r1_v1,polyester,9,sliding,winm08,1607155895.050,1607155905.350,10.300,560800,725600,4065,5440,1055,1365
polyester_f9_r1_v1,polyester,9,sliding,winm09,1607155900.200,1607155910.500,10.300,643200,808000,4746,6121,1210,1520
polyester_f9_r1_v1,polyester,9,sliding,winm10,1607155905.350,1607155915.650,10.300,725600,890400,5441,6801,1365,1675
polyester_f9_r1_v1,polyester,9,sliding,winm11,1607155910.500,1607155920.800,10.300,808000,972800,6122,7490,1520,1830
polyester_f9_r1_v1,polyester,9,sliding,winl01,1607155860.000,1607155873.000,13.000,0,208000,52,1389,0,391
polyester_f9_r1_v1,polyester,9,sliding,winl02,1607155866.000,1607155880.000,14.000,96000,320000,679,2124,181,602
polyester_f9_r1_v1,polyester,9,sliding,winl03,1607155873.000,1607155887.000,14.000,208000,432000,1389,2999,391,813
polyester_f9_r1_v1,polyester,9,sliding,winl04,1607155880.000,1607155894.000,14.000,320000,544000,2124,3929,602,1024
polyester_f9_r1_v1,polyester,9,sliding,winl05,1607155887.000,1607155901.000,14.000,432000,656000,2999,4859,813,1234
polyester_f9_r1_v1,polyester,9,sliding,winl06,1607155894.000,1607155908.000,14.000,544000,768000,3929,5791,1024,1445
polyester_f9_r1_v1,polyester,9,sliding,winl07,1607155901.000,1607155915.000,14.000,656000,880000,4859,6720,1234,1656
polyester_f9_r1_v1,polyester,9,sliding,winl08,1607155908.000,1607155922.000,14.000,768000,992000,5791,7641,1445,1867
silk_f3_r1_v1,silk,3,cycle,seg01,1607154134.720,1607154145.000,10.280,139520,304000,656,1763,260,567
silk_f3_r1_v1,silk,3,cycle,seg02,1607154145.000,1607154155.340,10.340,304000,469440,1763,3008,567,875
silk_f3_r1_v1,silk,3,cycle,seg03,1607154155.340,1607154165.620,10.280,469440,633920,3009,4368,875,1182
silk_f3_r1_v1,silk,3,cycle,seg04,1607154165.620,1607154175.880,10.260,633920,798080,4369,5709,1182,1488
silk_f3_r1_v1,silk,3,cycle,seg05,1607154175.880,1607154186.200,10.320,798080,963200,5710,7056,1488,1796
silk_f3_r1_v1,silk,3,sliding,wins01,1607154128.000,1607154135.000,7.000,32000,144000,0,683,60,268
silk_f3_r1_v1,silk,3,sliding,wins02,1607154131.500,1607154138.500,7.000,88000,200000,329,1055,164,373
silk_f3_r1_v1,silk,3,sliding,wins03,1607154135.000,1607154142.000,7.000,144000,256000,683,1450,268,477
silk_f3_r1_v1,silk,3,sliding,wins04,1607154138.500,1607154145.500,7.000,200000,312000,1056,1814,373,582
silk_f3_r1_v1,silk,3,sliding,wins05,1607154142.000,1607154149.000,7.000,256000,368000,1450,2190,477,686
silk_f3_r1_v1,silk,3,sliding,wins06,1607154145.500,1607154152.500,7.000,312000,424000,1815,2632,582,790
silk_f3_r1_v1,silk,3,sliding,wins07,1607154149.000,1607154156.000,7.000,368000,480000,2190,3092,686,895
silk_f3_r1_v1,silk,3,sliding,wins08,1607154152.500,1607154159.500,7.000,424000,536000,2633,3558,790,999
silk_f3_r1_v1,silk,3,sliding,wins09,1607154156.000,1607154163.000,7.000,480000,592000,3092,4021,895,1104
silk_f3_r1_v1,silk,3,sliding,wins10,1607154159.500,1607154166.500,7.000,536000,648000,3559,4487,999,1208
silk_f3_r1_v1,silk,3,sliding,wins11,1607154163.000,1607154170.000,7.000,592000,704000,4021,4947,1104,1312
silk_f3_r1_v1,silk,3,sliding,wins12,1607154166.500,1607154173.500,7.000,648000,760000,4487,5401,1208,1417
silk_f3_r1_v1,silk,3,sliding,wins13,1607154170.000,1607154177.000,7.000,704000,816000,4947,5858,1312,1521
silk_f3_r1_v1,silk,3,sliding,wins14,1607154173.500,1607154180.500,7.000,760000,872000,5401,6323,1417,1626
silk_f3_r1_v1,silk,3,sliding,wins15,1607154177.000,1607154184.000,7.000,816000,928000,5858,6783,1521,1730
silk_f3_r1_v1,silk,3,sliding,wins16,1607154180.500,1607154187.500,7.000,872000,984000,6323,7225,1626,1834
silk_f3_r1_v1,silk,3,sliding,wins17,1607154184.000,1607154191.000,7.000,928000,1040000,6783,7672,1730,1939
silk_f3_r1_v1,silk,3,sliding,winm01,1607154128.000,1607154138.300,10.300,32000,196800,0,1034,60,367
silk_f3_r1_v1,silk,3,sliding,winm02,1607154133.150,1607154143.450,10.300,114400,279200,501,1604,213,520
silk_f3_r1_v1,silk,3,sliding,winm03,1607154138.300,1607154148.600,10.300,196800,361600,1035,2146,367,674
silk_f3_r1_v1,silk,3,sliding,winm04,1607154143.450,1607154153.750,10.300,279200,444000,1605,2802,520,828
silk_f3_r1_v1,silk,3,sliding,winm05,1607154148.600,1607154158.900,10.300,361600,526400,2147,3480,674,981
silk_f3_r1_v1,silk,3,sliding,winm06,1607154153.750,1607154164.050,10.300,444000,608800,2803,4156,828,1135
silk_f3_r1_v1,silk,3,sliding,winm07,1607154158.900,1607154169.200,10.300,526400,691200,3481,4842,981,1289
silk_f3_r1_v1,silk,3,sliding,winm08,1607154164.050,1607154174.350,10.300,608800,773600,4157,5518,1135,1442
silk_f3_r1_v1,silk,3,sliding,winm09,1607154169.200,1607154179.500,10.300,691200,856000,4843,6195,1289,1596
silk_f3_r1_v1,silk,3,sliding,winm10,1607154174.350,1607154184.650,10.300,773600,938400,5519,6853,1442,1749
silk_f3_r1_v1,silk,3,sliding,winm11,1607154179.500,1607154189.800,10.300,856000,1020800,6196,7520,1596,1903
silk_f3_r1_v1,silk,3,sliding,winl01,1607154128.000,1607154142.000,14.000,32000,256000,0,1450,60,477
silk_f3_r1_v1,silk,3,sliding,winl02,1607154135.000,1607154149.000,14.000,144000,368000,683,2190,268,686
silk_f3_r1_v1,silk,3,sliding,winl03,1607154142.000,1607154156.000,14.000,256000,480000,1450,3092,477,895
silk_f3_r1_v1,silk,3,sliding,winl04,1607154149.000,1607154163.000,14.000,368000,592000,2190,4021,686,1104
silk_f3_r1_v1,silk,3,sliding,winl05,1607154156.000,1607154170.000,14.000,480000,704000,3092,4947,895,1312
silk_f3_r1_v1,silk,3,sliding,winl06,1607154163.000,1607154177.000,14.000,592000,816000,4021,5858,1104,1521
silk_f3_r1_v1,silk,3,sliding,winl07,1607154170.000,1607154184.000,14.000,704000,928000,4947,6783,1312,1730
silk_f3_r1_v1,silk,3,sliding,winl08,1607154177.000,1607154191.000,14.000,816000,1040000,5858,7672,1521,1939
silk_f6_r1_v1,silk,6,cycle,seg01,1607154295.920,1607154306.140,10.220,126720,290240,598,1696,241,553
silk_f6_r1_v1,silk,6,cycle,seg02,1607154306.140,1607154316.400,10.260,290240,454400,1697,2981,553,865
silk_f6_r1_v1,silk,6,cycle,seg03,1607154316.400,1607154326.660,10.260,454400,618560,2982,4395,865,1178
silk_f6_r1_v1,silk,6,cycle,seg04,1607154326.660,1607154336.920,10.260,618560,782720,4396,5803,1178,1491
silk_f6_r1_v1,silk,6,cycle,seg05,1607154336.920,1607154347.180,10.260,782720,946880,5804,7214,1491,1803
silk_f6_r1_v1,silk,6,sliding,wins01,1607154290.000,1607154297.000,7.000,32000,144000,0,719,61,274
silk_f6_r1_v1,silk,6,sliding,wins02,1607154293.500,1607154300.500,7.000,88000,200000,341,1093,168,381
silk_f6_r1_v1,silk,6,sliding,wins03,1607154297.000,1607154304.000,7.000,144000,256000,719,1464,274,488
silk_f6_r1_v1,silk,6,sliding,wins04,1607154300.500,1607154307.500,7.000,200000,312000,1094,1852,381,594
silk_f6_r1_v1,silk,6,sliding,wins05,1607154304.000,1607154311.000,7.000,256000,368000,1464,2232,488,701
silk_f6_r1_v1,silk,6,sliding,wins06,1607154307.500,1607154314.500,7.000,312000,424000,1852,2715,594,808
silk_f6_r1_v1,silk,6,sliding,wins07,1607154311.000,1607154318.000,7.000,368000,480000,2232,3202,701,914
silk_f6_r1_v1,silk,6,sliding,wins08,1607154314.500,1607154321.500,7.000,424000,536000,2716,3691,808,1021
silk_f6_r1_v1,silk,6,sliding,wins09,1607154318.000,1607154325.000,7.000,480000,592000,3202,4165,914,1128
silk_f6_r1_v1,silk,6,sliding,wins10,1607154321.500,1607154328.500,7.000,536000,648000,3692,4649,1021,1234
silk_f6_r1_v1,silk,6,sliding,wins11,1607154325.000,1607154332.000,7.000,592000,704000,4165,5124,1128,1341
silk_f6_r1_v1,silk,6,sliding,wins12,1607154328.500,1607154335.500,7.000,648000,760000,4650,5609,1234,1447
silk_f6_r1_v1,silk,6,sliding,wins13,1607154332.000,1607154339.000,7.000,704000,816000,5124,6093,1341,1554
silk_f6_r1_v1,silk,6,sliding,wins14,1607154335.500,1607154342.500,7.000,760000,872000,5609,6569,1447,1661
silk_f6_r1_v1,silk,6,sliding,wins15,1607154339.000,1607154346.000,7.000,816000,928000,6093,7049,1554,1767
silk_f6_r1_v1,silk,6,sliding,wins16,1607154342.500,1607154349.500,7.000,872000,984000,6569,7540,1661,1874
silk_f6_r1_v1,silk,6,sliding,wins17,1607154346.000,1607154353.000,7.000,928000,1040000,7049,8031,1767,1981
silk_f6_r1_v1,silk,6,sliding,winm01,1607154290.000,1607154300.300,10.300,32000,196800,0,1072,61,375
silk_f6_r1_v1,silk,6,sliding,winm02,1607154295.150,1607154305.450,10.300,114400,279200,520,1620,218,532
silk_f6_r1_v1,silk,6,sliding,winm03,1607154300.300,1607154310.600,10.300,196800,361600,1073,2190,375,689
silk_f6_r1_v1,silk,6,sliding,winm04,1607154305.450,1607154315.750,10.300,279200,444000,1621,2889,532,846
silk_f6_r1_v1,silk,6,sliding,winm05,1607154310.600,1607154320.900,10.300,361600,526400,2191,3605,689,1003
silk_f6_r1_v1,silk,6,sliding,winm06,1607154315.750,1607154326.050,10.300,444000,608800,2890,4312,846,1159
silk_f6_r1_v1,silk,6,sliding,winm07,1607154320.900,1607154331.200,10.300,526400,691200,3606,5012,1003,1316
silk_f6_r1_v1,silk,6,sliding,winm08,1607154326.050,1607154336.350,10.300,608800,773600,4313,5724,1159,1473
silk_f6_r1_v1,silk,6,sliding,winm09,1607154331.200,1607154341.500,10.300,691200,856000,5013,6428,1316,1630
silk_f6_r1_v1,silk,6,sliding,winm10,1607154336.350,1607154346.650,10.300,773600,938400,5725,7140,1473,1787
silk_f6_r1_v1,silk,6,sliding,winm11,1607154341.500,1607154351.800,10.300,856000,1020800,6429,7863,1630,1944
silk_f6_r1_v1,silk,6,sliding,winl01,1607154290.000,1607154304.000,14.000,32000,256000,0,1464,61,488
silk_f6_r1_v1,silk,6,sliding,winl02,1607154297.000,1607154311.000,14.000,144000,368000,719,2232,274,701
silk_f6_r1_v1,silk,6,sliding,winl03,1607154304.000,1607154318.000,14.000,256000,480000,1464,3202,488,914
silk_f6_r1_v1,silk,6,sliding,winl04,1607154311.000,1607154325.000,14.000,368000,592000,2232,4165,701,1128
silk_f6_r1_v1,silk,6,sliding,winl05,1607154318.000,1607154332.000,14.000,480000,704000,3202,5124,914,1341
silk_f6_r1_v1,silk,6,sliding,winl06,1607154325.000,1607154339.000,14.000,592000,816000,4165,6093,1128,1554
silk_f6_r1_v1,silk,6,sliding,winl07,1607154332.000,1607154346.000,14.000,704000,928000,5124,7049,1341,1767
silk_f6_r1_v1,silk,6,sliding,winl08,1607154339.000,1607154353.000,14.000,816000,1040000,6093,8031,1554,1981
silk_f9_r1_v1,silk,9,cycle,seg01,1607154492.660,1607154502.840,10.180,106560,269440,218,534,199,502
silk_f9_r1_v1,silk,9,cycle,seg02,1607154502.840,1607154513.040,10.200,269440,432640,535,847,502,806
silk_f9_r1_v1,silk,9,cycle,seg03,1607154513.040,1607154523.240,10.200,432640,595840,848,1163,806,1110
silk_f9_r1_v1,silk,9,cycle,seg04,1607154523.240,1607154533.460,10.220,595840,759360,1164,1481,1110,1415
silk_f9_r1_v1,silk,9,cycle,seg05,1607154533.460,1607154543.640,10.180,759360,922240,1482,1796,1415,1718
silk_f9_r1_v1,silk,9,sliding,wins01,1607154486.000,1607154493.000,7.000,0,112000,0,228,0,209
silk_f9_r1_v1,silk,9,sliding,wins02,1607154489.500,1607154496.500,7.000,56000,168000,113,338,104,313
silk_f9_r1_v1,silk,9,sliding,wins03,1607154493.000,1607154500.000,7.000,112000,224000,228,446,209,417
silk_f9_r1_v1,silk,9,sliding,wins04,1607154496.500,1607154503.500,7.000,168000,280000,339,554,313,522
silk_f9_r1_v1,silk,9,sliding,wins05,1607154500.000,1607154507.000,7.000,224000,336000,446,663,417,626
silk_f9_r1_v1,silk,9,sliding,wins06,1607154503.500,1607154510.500,7.000,280000,392000,555,769,522,730
silk_f9_r1_v1,silk,9,sliding,wins07,1607154507.000,1607154514.000,7.000,336000,448000,663,878,626,835
silk_f9_r1_v1,silk,9,sliding,wins08,1607154510.500,1607154517.500,7.000,392000,504000,769,985,730,939
silk_f9_r1_v1,silk,9,sliding,wins09,1607154514.000,1607154521.000,7.000,448000,560000,878,1094,835,1043
silk_f9_r1_v1,silk,9,sliding,wins10,1607154517.500,1607154524.500,7.000,504000,616000,986,1203,939,1148
silk_f9_r1_v1,silk,9,sliding,wins11,1607154521.000,1607154528.000,7.000,560000,672000,1094,1312,1043,1252
silk_f9_r1_v1,silk,9,sliding,wins12,1607154524.500,1607154531.500,7.000,616000,728000,1204,1419,1148,1357
silk_f9_r1_v1,silk,9,sliding,wins13,1607154528.000,1607154535.000,7.000,672000,784000,1312,1529,1252,1461
silk_f9_r1_v1,silk,9,sliding,wins14,1607154531.500,1607154538.500,7.000,728000,840000,1420,1638,1357,1565
silk_f9_r1_v1,silk,9,sliding,wins15,1607154535.000,1607154542.000,7.000,784000,896000,1529,1746,1461,1670
silk_f9_r1_v1,silk,9,sliding,wins16,1607154538.500,1607154545.500,7.000,840000,952000,1638,1854,1565,1774
silk_f9_r1_v1,silk,9,sliding,wins17,1607154542.000,1607154549.000,7.000,896000,1008000,1746,1964,1670,1878
silk_f9_r1_v1,silk,9,sliding,winm01,1607154486.000,1607154496.300,10.300,0,164800,0,332,0,307
silk_f9_r1_v1,silk,9,sliding,winm02,1607154491.150,1607154501.450,10.300,82400,247200,165,490,154,461
silk_f9_r1_v1,silk,9,sliding,winm03,1607154496.300,1607154506.600,10.300,164800,329600,333,650,307,614
silk_f9_r1_v1,silk,9,sliding,winm04,1607154501.450,1607154511.750,10.300,247200,412000,491,807,461,768
silk_f9_r1_v1,silk,9,sliding,winm05,1607154506.600,1607154516.900,10.300,329600,494400,651,967,614,921
silk_f9_r1_v1,silk,9,sliding,winm06,1607154511.750,1607154522.050,10.300,412000,576800,808,1126,768,1075
silk_f9_r1_v1,silk,9,sliding,winm07,1607154516.900,1607154527.200,10.300,494400,659200,968,1288,921,1228
silk_f9_r1_v1,silk,9,sliding,winm08,1607154522.050,1607154532.350,10.300,576800,741600,1127,1446,1075,1382
silk_f9_r1_v1,silk,9,sliding,winm09,1607154527.200,1607154537.500,10.300,659200,824000,1289,1606,1228,1535
silk_f9_r1_v1,silk,9,sliding,winm10,1607154532.350,1607154542.650,10.300,741600,906400,1447,1766,1382,1689
silk_f9_r1_v1,silk,9,sliding,winm11,1607154537.500,1607154547.800,10.300,824000,988800,1607,1925,1535,1842
silk_f9_r1_v1,silk,9,sliding,winl01,1607154486.000,1607154500.000,14.000,0,224000,0,446,0,417
silk_f9_r1_v1,silk,9,sliding,winl02,1607154493.000,1607154507.000,14.000,112000,336000,228,663,209,626
silk_f9_r1_v1,silk,9,sliding,winl03,1607154500.000,1607154514.000,14.000,224000,448000,446,878,417,835
silk_f9_r1_v1,silk,9,sliding,winl04,1607154507.000,1607154521.000,14.000,336000,560000,663,1094,626,1043
silk_f9_r1_v1,silk,9,sliding,winl05,1607154514.000,1607154528.000,14.000,448000,672000,878,1312,835,1252
silk_f9_r1_v1,silk,9,sliding,winl06,1607154521.000,1607154535.000,14.000,560000,784000,1094,1529,1043,1461
silk_f9_r1_v1,silk,9,sliding,winl07,1607154528.000,1607154542.000,14.000,672000,896000,1312,1746,1252,1670
silk_f9_r1_v1,silk,9,sliding,winl08,1607154535.000,1607154549.000,14.000,784000,1008000,1529,1964,1461,1878
spandex_f3_r1_v1,spandex,3,cycle,seg01,1607156651.740,1607156662.040,10.300,139840,304640,249,570,263,573
spandex_f3_r1_v1,spandex,3,cycle,seg02,1607156662.040,1607156672.300,10.260,304640,468800,571,889,573,881
spandex_f3_r1_v1,spandex,3,cycle,seg03,1607156672.300,1607156682.620,10.320,468800,633920,890,1210,881,1192
spandex_f3_r1_v1,spandex,3,cycle,seg04,1607156682.620,1607156692.880,10.260,633920,798080,1211,1530,1192,1500
spandex_f3_r1_v1,spandex,3,cycle,seg05,1607156692.880,1607156703.160,10.280,798080,962560,1531,1847,1500,1810
spandex_f3_r1_v1,spandex,3,sliding,wins01,1607156644.860,1607156651.860,7.000,29760,141760,36,252,56,267
spandex_f3_r1_v1,spandex,3,sliding,wins02,1607156648.360,1607156655.360,7.000,85760,197760,146,361,161,372
spandex_f3_r1_v1,spandex,3,sliding,wins03,1607156651.860,1607156658.860,7.000,141760,253760,253,470,267,477
spandex_f3_r1_v1,spandex,3,sliding,wins04,1607156655.360,1607156662.360,7.000,197760,309760,362,580,372,582
spandex_f3_r1_v1,spandex,3,sliding,wins05,1607156658.860,1607156665.860,7.000,253760,365760,471,688,477,688
spandex_f3_r1_v1,spandex,3,sliding,wins06,1607156662.360,1607156669.360,7.000,309760,421760,581,797,582,793
spandex_f3_r1_v1,spandex,3,sliding,wins07,1607156665.860,1607156672.860,7.000,365760,477760,689,906,688,898
spandex_f3_r1_v1,spandex,3,sliding,wins08,1607156669.360,1607156676.360,7.000,421760,533760,798,1016,793,1003
spandex_f3_r1_v1,spandex,3,sliding,wins09,1607156672.860,1607156679.860,7.000,477760,589760,907,1123,898,1109
spandex_f3_r1_v1,spandex,3,sliding,wins10,1607156676.360,1607156683.360,7.000,533760,645760,1017,1232,1003,1214
spandex_f3_r1_v1,spandex,3,sliding,wins11,1607156679.860,1607156686.860,7.000,589760,701760,1124,1342,1109,1319
spandex_f3_r1_v1,spandex,3,sliding,wins12,1607156683.360,1607156690.360,7.000,645760,757760,1233,1451,1214,1425
spandex_f3_r1_v1,spandex,3,sliding,wins13,1607156686.860,1607156693.860,7.000,701760,813760,1343,1559,1319,1530
spandex_f3_r1_v1,spandex,3,sliding,wins14,1607156690.360,1607156697.360,7.000,757760,869760,1452,1668,1425,1635
spandex_f3_r1_v1,spandex,3,sliding,wins15,1607156693.860,1607156700.860,7.000,813760,925760,1560,1775,1530,1740
spandex_f3_r1_v1,spandex,3,sliding,wins16,1607156697.360,1607156704.360,7.000,869760,981760,1669,1884,1635,1846
spandex_f3_r1_v1,spandex,3,sliding,wins17,1607156700.860,1607156707.860,7.000,925760,1037760,1776,1993,1740,1951
spandex_f3_r1_v1,spandex,3,sliding,winm01,1607156644.860,1607156655.160,10.300,29760,194560,36,355,56,366
spandex_f3_r1_v1,spandex,3,sliding,winm02,1607156650.010,1607156660.310,10.300,112160,276960,196,515,211,521
spandex_f3_r1_v1,spandex,3,sliding,winm03,1607156655.160,1607156665.460,10.300,194560,359360,356,676,366,676
spandex_f3_r1_v1,spandex,3,sliding,winm04,1607156660.310,1607156670.610,10.300,276960,441760,516,836,521,831
spandex_f3_r1_v1,spandex,3,sliding,winm05,1607156665.460,1607156675.760,10.300,359360,524160,677,997,676,985
spandex_f3_r1_v1,spandex,3,sliding,winm06,1607156670.610,1607156680.910,10.300,441760,606560,837,1157,831,1140
spandex_f3_r1_v1,spandex,3,sliding,winm07,1607156675.760,1607156686.060,10.300,524160,688960,998,1316,985,1295
spandex_f3_r1_v1,spandex,3,sliding,winm08,1607156680.910,1607156691.210,10.300,606560,771360,1158,1478,1140,1450
spandex_f3_r1_v1,spandex,3,sliding,winm09,1607156686.060,1607156696.360,10.300,688960,853760,1317,1637,1295,1605
spandex_f3_r1_v1,spandex,3,sliding,winm10,1607156691.210,1607156701.510,10.300,771360,936160,1479,1795,1450,1760
spandex_f3_r1_v1,spandex,3,sliding,winm11,1607156696.360,1607156706.660,10.300,853760,1018560,1638,1956,1605,1915
spandex_f3_r1_v1,spandex,3,sliding,winl01,1607156644.860,1607156658.860,14.000,29760,253760,36,470,56,477
spandex_f3_r1_v1,spandex,3,sliding,winl02,1607156651.860,1607156665.860,14.000,141760,365760,253,688,267,688
spandex_f3_r1_v1,spandex,3,sliding,winl03,1607156658.860,1607156672.860,14.000,253760,477760,471,906,477,898
spandex_f3_r1_v1,spandex,3,sliding,winl04,1607156665.860,1607156679.860,14.000,365760,589760,689,1123,688,1109
spandex_f3_r1_v1,spandex,3,sliding,winl05,1607156672.860,1607156686.860,14.000,477760,701760,907,1342,898,1319
spandex_f3_r1_v1,spandex,3,sliding,winl06,1607156679.860,1607156693.860,14.000,589760,813760,1124,1559,1109,1530
spandex_f3_r1_v1,spandex,3,sliding,winl07,1607156686.860,1607156700.860,14.000,701760,925760,1343,1775,1319,1740
spandex_f3_r1_v1,spandex,3,sliding,winl08,1607156693.860,1607156707.860,14.000,813760,1037760,1560,1993,1530,1951
spandex_f6_r1_v1,spandex,6,cycle,seg01,1607157012.280,1607157022.540,10.260,132480,296640,596,1687,246,551
spandex_f6_r1_v1,spandex,6,cycle,seg02,1607157022.540,1607157032.760,10.220,296640,460160,1688,2894,551,855
spandex_f6_r1_v1,spandex,6,cycle,seg03,1607157032.760,1607157042.980,10.220,460160,623680,2895,4238,855,1159
spandex_f6_r1_v1,spandex,6,cycle,seg04,1607157042.980,1607157053.240,10.260,623680,787840,4239,5574,1159,1464
spandex_f6_r1_v1,spandex,6,cycle,seg05,1607157053.240,1607157063.460,10.220,787840,951360,5575,6882,1464,1768
spandex_f6_r1_v1,spandex,6,sliding,wins01,1607157006.000,1607157013.000,7.000,32000,144000,0,679,59,268
spandex_f6_r1_v1,spandex,6,sliding,wins02,1607157009.500,1607157016.500,7.000,88000,200000,303,1047,164,372
spandex_f6_r1_v1,spandex,6,sliding,wins03,1607157013.000,1607157020.000,7.000,144000,256000,679,1414,268,476
spandex_f6_r1_v1,spandex,6,sliding,wins04,1607157016.500,1607157023.500,7.000,200000,312000,1047,1791,372,580
spandex_f6_r1_v1,spandex,6,sliding,wins05,1607157020.000,1607157027.000,7.000,256000,368000,1414,2168,476,684
spandex_f6_r1_v1,spandex,6,sliding,wins06,1607157023.500,1607157030.500,7.000,312000,424000,1791,2611,580,788
spandex_f6_r1_v1,spandex,6,sliding,wins07,1607157027.000,1607157034.000,7.000,368000,480000,2168,3044,684,892
spandex_f6_r1_v1,spandex,6,sliding,wins08,1607157030.500,1607157037.500,7.000,424000,536000,2611,3510,788,996
spandex_f6_r1_v1,spandex,6,sliding,wins09,1607157034.000,1607157041.000,7.000,480000,592000,3044,3976,892,1100
spandex_f6_r1_v1,spandex,6,sliding,wins10,1607157037.500,1607157044.500,7.000,536000,648000,3510,4441,996,1204
spandex_f6_r1_v1,spandex,6,sliding,wins11,1607157041.000,1607157048.000,7.000,592000,704000,3976,4901,1100,1308
spandex_f6_r1_v1,spandex,6,sliding,wins12,1607157044.500,1607157051.500,7.000,648000,760000,4442,5344,1204,1412
spandex_f6_r1_v1,spandex,6,sliding,wins13,1607157048.000,1607157055.000,7.000,704000,816000,4901,5802,1308,1516
spandex_f6_r1_v1,spandex,6,sliding,wins14,1607157051.500,1607157058.500,7.000,760000,872000,5344,6253,1412,1620
spandex_f6_r1_v1,spandex,6,sliding,wins15,1607157055.000,1607157062.000,7.000,816000,928000,5802,6711,1516,1725
spandex_f6_r1_v1,spandex,6,sliding,wins16,1607157058.500,1607157065.500,7.000,872000,984000,6254,7144,1620,1829
spandex_f6_r1_v1,spandex,6,sliding,wins17,1607157062.000,1607157069.000,7.000,928000,1040000,6711,7611,1725,1933
