sample_id,session_id,material_english,material_pinyin,material_chinese,class_id,force_n,path_type,camera_view,slice_mode,phase,parent_cycle,segment_label,split,start_epoch,end_epoch,duration_s,audio_path,tactile_path,video_path
VisTouch_linen_f9_r1_v1_seg01a,linen_f9_r1_v1,linen,mabu,麻布,1,9,1,1,half,rise,seg01,seg01a,test,1607135579.200,1607135585.780,6.580,../dataset20260818/audio/linen/VisTouch_linen_f9_r1_v1_seg01a.wav,../dataset20260818/tactile/linen/VisTouch_linen_f9_r1_v1_seg01a.csv,../dataset20260818/video/linen/VisTouch_linen_f9_r1_v1_seg01a.avi
VisTouch_linen_f9_r1_v1_seg01b,linen_f9_r1_v1,linen,mabu,麻布,1,9,1,1,half,fall,seg01,seg01b,test,1607135585.780,1607135589.860,4.080,../dataset20260818/audio/linen/VisTouch_linen_f9_r1_v1_seg01b.wav,../dataset20260818/tactile/linen/VisTouch_linen_f9_r1_v1_seg01b.csv,../dataset20260818/video/linen/VisTouch_linen_f9_r1_v1_seg01b.avi
VisTouch_linen_f9_r1_v1_seg02a,linen_f9_r1_v1,linen,mabu,麻布,1,9,1,1,half,rise,seg02,seg02a,test,1607135589.860,1607135596.440,6.580,../dataset20260818/audio/linen/VisTouch_linen_f9_r1_v1_seg02a.wav,../dataset20260818/tactile/linen/VisTouch_linen_f9_r1_v1_seg02a.csv,../dataset20260818/video/linen/VisTouch_linen_f9_r1_v1_seg02a.avi
VisTouch_linen_f9_r1_v1_seg02b,linen_f9_r1_v1,linen,mabu,麻布,1,9,1,1,half,fall,seg02,seg02b,test,1607135596.440,1607135600.540,4.100,../dataset20260818/audio/linen/VisTouch_linen_f9_r1_v1_seg02b.wav,../dataset20260818/tactile/linen/VisTouch_linen_f9_r1_v1_seg02b.csv,../dataset20260818/video/linen/VisTouch_linen_f9_r1_v1_seg02b.avi
VisTouch_linen_f9_r1_v1_seg03a,linen_f9_r1_v1,linen,mabu,麻布,1,9,1,1,half,rise,seg03,seg03a,test,1607135600.540,1607135607.080,6.540,../dataset20260818/audio/linen/VisTouch_linen_f9_r1_v1_seg03a.wav,../dataset20260818/tactile/linen/VisTouch_linen_f9_r1_v1_seg03a.csv,../dataset20260818/video/linen/VisTouch_linen_f9_r1_v1_seg03a.avi
VisTouch_linen_f9_r1_v1_seg03b,linen_f9_r1_v1,linen,mabu,麻布,1,9,1,1,half,fall,seg03,seg03b,test,1607135607.080,1607135611.220,4.140,../dataset20260818/audio/linen/VisTouch_linen_f9_r1_v1_seg03b.wav,../dataset20260818/tactile/linen/VisTouch_linen_f9_r1_v1_seg03b.csv,../dataset20260818/video/linen/VisTouch_linen_f9_r1_v1_seg03b.avi
VisTouch_linen_f9_r1_v1_seg04a,linen_f9_r1_v1,linen,mabu,麻布,1,9,1,1,half,rise,seg04,seg04a,test,1607135611.220,1607135617.230,6.010,../dataset20260818/audio/linen/VisTouch_linen_f9_r1_v1_seg04a.wav,../dataset20260818/tactile/linen/VisTouch_linen_f9_r1_v1_seg04a.csv,../dataset20260818/video/linen/VisTouch_linen_f9_r1_v1_seg04a.avi
VisTouch_linen_f9_r1_v1_seg04b,linen_f9_r1_v1,linen,mabu,麻布,1,9,1,1,half,fall,seg04,seg04b,test,1607135617.230,1607135621.840,4.610,../dataset20260818/audio/linen/VisTouch_linen_f9_r1_v1_seg04b.wav,../dataset20260818/tactile/linen/VisTouch_linen_f9_r1_v1_seg04b.csv,../dataset20260818/video/linen/VisTouch_linen_f9_r1_v1_seg04b.avi
VisTouch_linen_f9_r1_v1_seg05a,linen_f9_r1_v1,linen,mabu,麻布,1,9,1,1,half,rise,seg05,seg05a,test,1607135621.840,1607135628.160,6.320,../dataset20260818/audio/linen/VisTouch_linen_f9_r1_v1_seg05a.wav,../dataset20260818/tactile/linen/VisTouch_linen_f9_r1_v1_seg05a.csv,../dataset20260818/video/linen/VisTouch_linen_f9_r1_v1_seg05a.avi
VisTouch_linen_f9_r1_v1_seg05b,linen_f9_r1_v1,linen,mabu,麻布,1,9,1,1,half,fall,seg05,seg05b,test,1607135628.160,1607135632.520,4.360,../dataset20260818/audio/linen/VisTouch_linen_f9_r1_v1_seg05b.wav,../dataset20260818/tactile/linen/VisTouch_linen_f9_r1_v1_seg05b.csv,../dataset20260818/video/linen/VisTouch_linen_f9_r1_v1_seg05b.avi
VisTouch_linen_f9_r1_v1_idle02,linen_f9_r1_v1,linen,mabu,麻布,1,9,1,1,idle,idle,,idle02,test,1607135632.520,1607135638.756,6.236,../dataset20260818/audio/linen/VisTouch_linen_f9_r1_v1_idle02.wav,../dataset20260818/tactile/linen/VisTouch_linen_f9_r1_v1_idle02.csv,../dataset20260818/video/linen/VisTouch_linen_f9_r1_v1_idle02.avi
VisTouch_linen_f9_r1_v1_idle03,linen_f9_r1_v1,linen,mabu,麻布,1,9,1,1,idle,idle,,idle03,test,1607135638.756,1607135644.992,6.236,../dataset20260818/audio/linen/VisTouch_linen_f9_r1_v1_idle03.wav,../dataset20260818/tactile/linen/VisTouch_linen_f9_r1_v1_idle03.csv,../dataset20260818/video/linen/VisTouch_linen_f9_r1_v1_idle03.avi
VisTouch_paper_f3_r1_v1_idle01,paper_f3_r1_v1,paper,baizhi,白纸,2,3,1,1,idle,idle,,idle01,train,1607158614.000,1607158619.980,5.980,../dataset20260818/audio/paper/VisTouch_paper_f3_r1_v1_idle01.wav,../dataset20260818/tactile/paper/VisTouch_paper_f3_r1_v1_idle01.csv,../dataset20260818/video/paper/VisTouch_paper_f3_r1_v1_idle01.avi
VisTouch_paper_f3_r1_v1_seg01a,paper_f3_r1_v1,paper,baizhi,白纸,2,3,1,1,half,rise,seg01,seg01a,train,1607158619.980,1607158626.380,6.400,../dataset20260818/audio/paper/VisTouch_paper_f3_r1_v1_seg01a.wav,../dataset20260818/tactile/paper/VisTouch_paper_f3_r1_v1_seg01a.csv,../dataset20260818/video/paper/VisTouch_paper_f3_r1_v1_seg01a.avi
VisTouch_paper_f3_r1_v1_seg01b,paper_f3_r1_v1,paper,baizhi,白纸,2,3,1,1,half,fall,seg01,seg01b,train,1607158626.380,1607158630.280,3.900,../dataset20260818/audio/paper/VisTouch_paper_f3_r1_v1_seg01b.wav,../dataset20260818/tactile/paper/VisTouch_paper_f3_r1_v1_seg01b.csv,../dataset20260818/video/paper/VisTouch_paper_f3_r1_v1_seg01b.avi
VisTouch_paper_f3_r1_v1_seg02a,paper_f3_r1_v1,paper,baizhi,白纸,2,3,1,1,half,rise,seg02,seg02a,train,1607158630.280,1607158636.620,6.340,../dataset20260818/audio/paper/VisTouch_paper_f3_r1_v1_seg02a.wav,../dataset20260818/tactile/paper/VisTouch_paper_f3_r1_v1_seg02a.csv,../dataset20260818/video/paper/VisTouch_paper_f3_r1_v1_seg02a.avi
VisTouch_paper_f3_r1_v1_seg02b,paper_f3_r1_v1,paper,baizhi,白纸,2,3,1,1,half,fall,seg02,seg02b,train,1607158636.620,1607158640.560,3.940,../dataset20260818/audio/paper/VisTouch_paper_f3_r1_v1_seg02b.wav,../dataset20260818/tactile/paper/VisTouch_paper_f3_r1_v1_seg02b.csv,../dataset20260818/video/paper/VisTouch_paper_f3_r1_v1_seg02b.avi
VisTouch_paper_f3_r1_v1_seg03a,paper_f3_r1_v1,paper,baizhi,白纸,2,3,1,1,half,rise,seg03,seg03a,train,1607158640.560,1607158646.910,6.350,../dataset20260818/audio/paper/VisTouch_paper_f3_r1_v1_seg03a.wav,../dataset20260818/tactile/paper/VisTouch_paper_f3_r1_v1_seg03a.csv,../dataset20260818/video/paper/VisTouch_paper_f3_r1_v1_seg03a.avi
VisTouch_paper_f3_r1_v1_seg03b,paper_f3_r1_v1,paper,baizhi,白纸,2,3,1,1,half,fall,seg03,seg03b,train,1607158646.910,1607158650.860,3.950,../dataset20260818/audio/paper/VisTouch_paper_f3_r1_v1_seg03b.wav,../dataset20260818/tactile/paper/VisTouch_paper_f3_r1_v1_seg03b.csv,../dataset20260818/video/paper/VisTouch_paper_f3_r1_v1_seg03b.avi
VisTouch_paper_f3_r1_v1_seg04a,paper_f3_r1_v1,paper,baizhi,白纸,2,3,1,1,half,rise,seg04,seg04a,train,1607158650.860,1607158657.210,6.350,../dataset20260818/audio/paper/VisTouch_paper_f3_r1_v1_seg04a.wav,../dataset20260818/tactile/paper/VisTouch_paper_f3_r1_v1_seg04a.csv,../dataset20260818/video/paper/VisTouch_paper_f3_r1_v1_seg04a.avi
VisTouch_paper_f3_r1_v1_seg04b,paper_f3_r1_v1,paper,baizhi,白纸,2,3,1,1,half,fall,seg04,seg04b,train,1607158657.210,1607158661.160,3.950,../dataset20260818/audio/paper/VisTouch_paper_f3_r1_v1_seg04b.wav,../dataset20260818/tactile/paper/VisTouch_paper_f3_r1_v1_seg04b.csv,../dataset20260818/video/paper/VisTouch_paper_f3_r1_v1_seg04b.avi
VisTouch_paper_f3_r1_v1_seg05a,paper_f3_r1_v1,paper,baizhi,白纸,2,3,1,1,half,rise,seg05,seg05a,train,1607158661.160,1607158667.480,6.320,../dataset20260818/audio/paper/VisTouch_paper_f3_r1_v1_seg05a.wav,../dataset20260818/tactile/paper/VisTouch_paper_f3_r1_v1_seg05a.csv,../dataset20260818/video/paper/VisTouch_paper_f3_r1_v1_seg05a.avi
VisTouch_paper_f3_r1_v1_seg05b,paper_f3_r1_v1,paper,baizhi,白纸,2,3,1,1,half,fall,seg05,seg05b,train,1607158667.480,1607158671.440,3.960,../dataset20260818/audio/paper/VisTouch_paper_f3_r1_v1_seg05b.wav,../dataset20260818/tactile/paper/VisTouch_paper_f3_r1_v1_seg05b.csv,../dataset20260818/video/paper/VisTouch_paper_f3_r1_v1_seg05b.avi
VisTouch_paper_f3_r1_v1_idle02,paper_f3_r1_v1,paper,baizhi,白纸,2,3,1,1,idle,idle,,idle02,train,1607158671.440,1607158676.715,5.275,../dataset20260818/audio/paper/VisTouch_paper_f3_r1_v1_idle02.wav,../dataset20260818/tactile/paper/VisTouch_paper_f3_r1_v1_idle02.csv,../dataset20260818/video/paper/VisTouch_paper_f3_r1_v1_idle02.avi
VisTouch_paper_f3_r1_v1_idle03,paper_f3_r1_v1,paper,baizhi,白纸,2,3,1,1,idle,idle,,idle03,train,1607158676.715,1607158681.990,5.275,../dataset20260818/audio/paper/VisTouch_paper_f3_r1_v1_idle03.wav,../dataset20260818/tactile/paper/VisTouch_paper_f3_r1_v1_idle03.csv,../dataset20260818/video/paper/VisTouch_paper_f3_r1_v1_idle03.avi
VisTouch_paper_f6_r1_v1_idle01,paper_f6_r1_v1,paper,baizhi,白纸,2,6,1,1,idle,idle,,idle01,train,1607158249.000,1607158255.500,6.500,../dataset20260818/audio/paper/VisTouch_paper_f6_r1_v1_idle01.wav,../dataset20260818/tactile/paper/VisTouch_paper_f6_r1_v1_idle01.csv,../dataset20260818/video/paper/VisTouch_paper_f6_r1_v1_idle01.avi
VisTouch_paper_f6_r1_v1_seg01a,paper_f6_r1_v1,paper,baizhi,白纸,2,6,1,1,half,rise,seg01,seg01a,train,1607158255.500,1607158261.880,6.380,../dataset20260818/audio/paper/VisTouch_paper_f6_r1_v1_seg01a.wav,../dataset20260818/tactile/paper/VisTouch_paper_f6_r1_v1_seg01a.csv,../dataset20260818/video/paper/VisTouch_paper_f6_r1_v1_seg01a.avi
VisTouch_paper_f6_r1_v1_seg01b,paper_f6_r1_v1,paper,baizhi,白纸,2,6,1,1,half,fall,seg01,seg01b,train,1607158261.880,1607158265.760,3.880,../dataset20260818/audio/paper/VisTouch_paper_f6_r1_v1_seg01b.wav,../dataset20260818/tactile/paper/VisTouch_paper_f6_r1_v1_seg01b.csv,../dataset20260818/video/paper/VisTouch_paper_f6_r1_v1_seg01b.avi
VisTouch_paper_f6_r1_v1_seg02a,paper_f6_r1_v1,paper,baizhi,白纸,2,6,1,1,half,rise,seg02,seg02a,train,1607158265.760,1607158272.040,6.280,../dataset20260818/audio/paper/VisTouch_paper_f6_r1_v1_seg02a.wav,../dataset20260818/tactile/paper/VisTouch_paper_f6_r1_v1_seg02a.csv,../dataset20260818/video/paper/VisTouch_paper_f6_r1_v1_seg02a.avi
VisTouch_paper_f6_r1_v1_seg02b,paper_f6_r1_v1,paper,baizhi,白纸,2,6,1,1,half,fall,seg02,seg02b,train,1607158272.040,1607158275.980,3.940,../dataset20260818/audio/paper/VisTouch_paper_f6_r1_v1_seg02b.wav,../dataset20260818/tactile/paper/VisTouch_paper_f6_r1_v1_seg02b.csv,../dataset20260818/video/paper/VisTouch_paper_f6_r1_v1_seg02b.avi
VisTouch_paper_f6_r1_v1_seg03a,paper_f6_r1_v1,paper,baizhi,白纸,2,6,1,1,half,rise,seg03,seg03a,train,1607158275.980,1607158282.350,6.370,../dataset20260818/audio/paper/VisTouch_paper_f6_r1_v1_seg03a.wav,../dataset20260818/tactile/paper/VisTouch_paper_f6_r1_v1_seg03a.csv,../dataset20260818/video/paper/VisTouch_paper_f6_r1_v1_seg03a.avi
VisTouch_paper_f6_r1_v1_seg03b,paper_f6_r1_v1,paper,baizhi,白纸,2,6,1,1,half,fall,seg03,seg03b,train,1607158282.350,1607158286.200,3.850,../dataset20260818/audio/paper/VisTouch_paper_f6_r1_v1_seg03b.wav,../dataset20260818/tactile/paper/VisTouch_paper_f6_r1_v1_seg03b.csv,../dataset20260818/video/paper/VisTouch_paper_f6_r1_v1_seg03b.avi
VisTouch_paper_f6_r1_v1_seg04a,paper_f6_r1_v1,paper,baizhi,白纸,2,6,1,1,half,rise,seg04,seg04a,train,1607158286.200,1607158292.590,6.390,../dataset20260818/audio/paper/VisTouch_paper_f6_r1_v1_seg04a.wav,../dataset20260818/tactile/paper/VisTouch_paper_f6_r1_v1_seg04a.csv,../dataset20260818/video/paper/VisTouch_paper_f6_r1_v1_seg04a.avi
VisTouch_paper_f6_r1_v1_seg04b,paper_f6_r1_v1,paper,baizhi,白纸,2,6,1,1,half,fall,seg04,seg04b,train,1607158292.590,1607158296.460,3.870,../dataset20260818/audio/paper/VisTouch_paper_f6_r1_v1_seg04b.wav,../dataset20260818/tactile/paper/VisTouch_paper_f6_r1_v1_seg04b.csv,../dataset20260818/video/paper/VisTouch_paper_f6_r1_v1_seg04b.avi
VisTouch_paper_f6_r1_v1_seg05a,paper_f6_r1_v1,paper,baizhi,白纸,2,6,1,1,half,rise,seg05,seg05a,train,1607158296.460,1607158302.790,6.330,../dataset20260818/audio/paper/VisTouch_paper_f6_r1_v1_seg05a.wav,../dataset20260818/tactile/paper/VisTouch_paper_f6_r1_v1_seg05a.csv,../dataset20260818/video/paper/VisTouch_paper_f6_r1_v1_seg05a.avi
VisTouch_paper_f6_r1_v1_seg05b,paper_f6_r1_v1,paper,baizhi,白纸,2,6,1,1,half,fall,seg05,seg05b,train,1607158302.790,1607158306.680,3.890,../dataset20260818/audio/paper/VisTouch_paper_f6_r1_v1_seg05b.wav,../dataset20260818/tactile/paper/VisTouch_paper_f6_r1_v1_seg05b.csv,../dataset20260818/video/paper/VisTouch_paper_f6_r1_v1_seg05b.avi
VisTouch_paper_f6_r1_v1_idle02,paper_f6_r1_v1,paper,baizhi,白纸,2,6,1,1,idle,idle,,idle02,train,1607158306.680,1607158312.835,6.155,../dataset20260818/audio/paper/VisTouch_paper_f6_r1_v1_idle02.wav,../dataset20260818/tactile/paper/VisTouch_paper_f6_r1_v1_idle02.csv,../dataset20260818/video/paper/VisTouch_paper_f6_r1_v1_idle02.avi
VisTouch_paper_f6_r1_v1_idle03,paper_f6_r1_v1,paper,baizhi,白纸,2,6,1,1,idle,idle,,idle03,train,1607158312.835,1607158318.990,6.155,../dataset20260818/audio/paper/VisTouch_paper_f6_r1_v1_idle03.wav,../dataset20260818/tactile/paper/VisTouch_paper_f6_r1_v1_idle03.csv,../dataset20260818/video/paper/VisTouch_paper_f6_r1_v1_idle03.avi
VisTouch_paper_f9_r1_v1_idle01,paper_f9_r1_v1,paper,baizhi,白纸,2,9,1,1,idle,idle,,idle01,test,1607158447.000,1607158455.380,8.380,../dataset20260818/audio/paper/VisTouch_paper_f9_r1_v1_idle01.wav,../dataset20260818/tactile/paper/VisTouch_paper_f9_r1_v1_idle01.csv,../dataset20260818/video/paper/VisTouch_paper_f9_r1_v1_idle01.avi
VisTouch_paper_f9_r1_v1_seg01a,paper_f9_r1_v1,paper,baizhi,白纸,2,9,1,1,half,rise,seg01,seg01a,test,1607158455.380,1607158461.720,6.340,../dataset20260818/audio/paper/VisTouch_paper_f9_r1_v1_seg01a.wav,../dataset20260818/tactile/paper/VisTouch_paper_f9_r1_v1_seg01a.csv,../dataset20260818/video/paper/VisTouch_paper_f9_r1_v1_seg01a.avi
VisTouch_paper_f9_r1_v1_seg01b,paper_f9_r1_v1,paper,baizhi,白纸,2,9,1,1,half,fall,seg01,seg01b,test,1607158461.720,1607158465.580,3.860,../dataset20260818/audio/paper/VisTouch_paper_f9_r1_v1_seg01b.wav,../dataset20260818/tactile/paper/VisTouch_paper_f9_r1_v1_seg01b.csv,../dataset20260818/video/paper/VisTouch_paper_f9_r1_v1_seg01b.avi
VisTouch_paper_f9_r1_v1_seg02a,paper_f9_r1_v1,paper,baizhi,白纸,2,9,1,1,half,rise,seg02,seg02a,test,1607158465.580,1607158471.920,6.340,../dataset20260818/audio/paper/VisTouch_paper_f9_r1_v1_seg02a.wav,../dataset20260818/tactile/paper/VisTouch_paper_f9_r1_v1_seg02a.csv,../dataset20260818/video/paper/VisTouch_paper_f9_r1_v1_seg02a.avi
VisTouch_paper_f9_r1_v1_seg02b,paper_f9_r1_v1,paper,baizhi,白纸,2,9,1,1,half,fall,seg02,seg02b,test,1607158471.920,1607158475.780,3.860,../dataset20260818/audio/paper/VisTouch_paper_f9_r1_v1_seg02b.wav,../dataset20260818/tactile/paper/VisTouch_paper_f9_r1_v1_seg02b.csv,../dataset20260818/video/paper/VisTouch_paper_f9_r1_v1_seg02b.avi
VisTouch_paper_f9_r1_v1_seg03a,paper_f9_r1_v1,paper,baizhi,白纸,2,9,1,1,half,rise,seg03,seg03a,test,1607158475.780,1607158482.060,6.280,../dataset20260818/audio/paper/VisTouch_paper_f9_r1_v1_seg03a.wav,../dataset20260818/tactile/paper/VisTouch_paper_f9_r1_v1_seg03a.csv,../dataset20260818/video/paper/VisTouch_paper_f9_r1_v1_seg03a.avi
VisTouch_paper_f9_r1_v1_seg03b,paper_f9_r1_v1,paper,baizhi,白纸,2,9,1,1,half,fall,seg03,seg03b,test,1607158482.060,1607158485.960,3.900,../dataset20260818/audio/paper/VisTouch_paper_f9_r1_v1_seg03b.wav,../dataset20260818/tactile/paper/VisTouch_paper_f9_r1_v1_seg03b.csv,../dataset20260818/video/paper/VisTouch_paper_f9_r1_v1_seg03b.avi
VisTouch_paper_f9_r1_v1_seg04a,paper_f9_r1_v1,paper,baizhi,白纸,2,9,1,1,half,rise,seg04,seg04a,test,1607158485.960,1607158492.260,6.300,../dataset20260818/audio/paper/VisTouch_paper_f9_r1_v1_seg04a.wav,../dataset20260818/tactile/paper/VisTouch_paper_f9_r1_v1_seg04a.csv,../dataset20260818/video/paper/VisTouch_paper_f9_r1_v1_seg04a.avi
VisTouch_paper_f9_r1_v1_seg04b,paper_f9_r1_v1,paper,baizhi,白纸,2,9,1,1,half,fall,seg04,seg04b,test,1607158492.260,1607158496.120,3.860,../dataset20260818/audio/paper/VisTouch_paper_f9_r1_v1_seg04b.wav,../dataset20260818/tactile/paper/VisTouch_paper_f9_r1_v1_seg04b.csv,../dataset20260818/video/paper/VisTouch_paper_f9_r1_v1_seg04b.avi
VisTouch_paper_f9_r1_v1_seg05a,paper_f9_r1_v1,paper,baizhi,白纸,2,9,1,1,half,rise,seg05,seg05a,test,1607158496.120,1607158502.430,6.310,../dataset20260818/audio/paper/VisTouch_paper_f9_r1_v1_seg05a.wav,../dataset20260818/tactile/paper/VisTouch_paper_f9_r1_v1_seg05a.csv,../dataset20260818/video/paper/VisTouch_paper_f9_r1_v1_seg05a.avi
VisTouch_paper_f9_r1_v1_seg05b,paper_f9_r1_v1,paper,baizhi,白纸,2,9,1,1,half,fall,seg05,seg05b,test,1607158502.430,1607158506.300,3.870,../dataset20260818/audio/paper/VisTouch_paper_f9_r1_v1_seg05b.wav,../dataset20260818/tactile/paper/VisTouch_paper_f9_r1_v1_seg05b.csv,../dataset20260818/video/paper/VisTouch_paper_f9_r1_v1_seg05b.avi
VisTouch_paper_f9_r1_v1_idle02,paper_f9_r1_v1,paper,baizhi,白纸,2,9,1,1,idle,idle,,idle02,test,1607158506.300,1607158511.632,5.332,../dataset20260818/audio/paper/VisTouch_paper_f9_r1_v1_idle02.wav,../dataset20260818/tactile/paper/VisTouch_paper_f9_r1_v1_idle02.csv,../dataset20260818/video/paper/VisTouch_paper_f9_r1_v1_idle02.avi
VisTouch_paper_f9_r1_v1_idle03,paper_f9_r1_v1,paper,baizhi,白纸,2,9,1,1,idle,idle,,idle03,test,1607158511.632,1607158516.964,5.332,../dataset20260818/audio/paper/VisTouch_paper_f9_r1_v1_idle03.wav,../dataset20260818/tactile/paper/VisTouch_paper_f9_r1_v1_idle03.csv,../dataset20260818/video/paper/VisTouch_paper_f9_r1_v1_idle03.avi
VisTouch_polyester_f3_r1_v1_idle01,polyester_f3_r1_v1,polyester,dilun,涤纶,3,3,1,1,idle,idle,,idle01,train,1607155498.000,1607155505.360,7.360,../dataset20260818/audio/polyester/VisTouch_polyester_f3_r1_v1_idle01.wav,../dataset20260818/tactile/polyester/VisTouch_polyester_f3_r1_v1_idle01.csv,../dataset20260818/video/polyester/VisTouch_polyester_f3_r1_v1_idle01.avi
VisTouch_polyester_f3_r1_v1_seg01a,polyester_f3_r1_v1,polyester,dilun,涤纶,3,3,1,1,half,rise,seg01,seg01a,train,1607155505.360,1607155511.720,6.360,../dataset20260818/audio/polyester/VisTouch_polyester_f3_r1_v1_seg01a.wav,../dataset20260818/tactile/polyester/VisTouch_polyester_f3_r1_v1_seg01a.csv,../dataset20260818/video/polyester/VisTouch_polyester_f3_r1_v1_seg01a.avi
VisTouch_polyester_f3_r1_v1_seg01b,polyester_f3_r1_v1,polyester,dilun,涤纶,3,3,1,1,half,fall,seg01,seg01b,train,1607155511.720,1607155515.700,3.980,../dataset20260818/audio/polyester/VisTouch_polyester_f3_r1_v1_seg01b.wav,../dataset20260818/tactile/polyester/VisTouch_polyester_f3_r1_v1_seg01b.csv,../dataset20260818/video/polyester/VisTouch_polyester_f3_r1_v1_seg01b.avi
VisTouch_polyester_f3_r1_v1_seg02a,polyester_f3_r1_v1,polyester,dilun,涤纶,3,3,1,1,half,rise,seg02,seg02a,train,1607155515.700,1607155522.040,6.340,../dataset20260818/audio/polyester/VisTouch_polyester_f3_r1_v1_seg02a.wav,../dataset20260818/tactile/polyester/VisTouch_polyester_f3_r1_v1_seg02a.csv,../dataset20260818/video/polyester/VisTouch_polyester_f3_r1_v1_seg02a.avi
VisTouch_polyester_f3_r1_v1_seg02b,polyester_f3_r1_v1,polyester,dilun,涤纶,3,3,1,1,half,fall,seg02,seg02b,train,1607155522.040,1607155525.880,3.840,../dataset20260818/audio/polyester/VisTouch_polyester_f3_r1_v1_seg02b.wav,../dataset20260818/tactile/polyester/VisTouch_polyester_f3_r1_v1_seg02b.csv,../dataset20260818/video/polyester/VisTouch_polyester_f3_r1_v1_seg02b.avi
VisTouch_polyester_f3_r1_v1_seg03a,polyester_f3_r1_v1,polyester,dilun,涤纶,3,3,1,1,half,rise,seg03,seg03a,train,1607155525.880,1607155532.290,6.410,../dataset20260818/audio/polyester/VisTouch_polyester_f3_r1_v1_seg03a.wav,../dataset20260818/tactile/polyester/VisTouch_polyester_f3_r1_v1_seg03a.csv,../dataset20260818/video/polyester/VisTouch_polyester_f3_r1_v1_seg03a.avi
VisTouch_polyester_f3_r1_v1_seg03b,polyester_f3_r1_v1,polyester,dilun,涤纶,3,3,1,1,half,fall,seg03,seg03b,train,1607155532.290,1607155536.200,3.910,../dataset20260818/audio/polyester/VisTouch_polyester_f3_r1_v1_seg03b.wav,../dataset20260818/tactile/polyester/VisTouch_polyester_f3_r1_v1_seg03b.csv,../dataset20260818/video/polyester/VisTouch_polyester_f3_r1_v1_seg03b.avi
VisTouch_polyester_f3_r1_v1_seg04a,polyester_f3_r1_v1,polyester,dilun,涤纶,3,3,1,1,half,rise,seg04,seg04a,train,1607155536.200,1607155542.540,6.340,../dataset20260818/audio/polyester/VisTouch_polyester_f3_r1_v1_seg04a.wav,../dataset20260818/tactile/polyester/VisTouch_polyester_f3_r1_v1_seg04a.csv,../dataset20260818/video/polyester/VisTouch_polyester_f3_r1_v1_seg04a.avi
VisTouch_polyester_f3_r1_v1_seg04b,polyester_f3_r1_v1,polyester,dilun,涤纶,3,3,1,1,half,fall,seg04,seg04b,train,1607155542.540,1607155546.460,3.920,../dataset20260818/audio/polyester/VisTouch_polyester_f3_r1_v1_seg04b.wav,../dataset20260818/tactile/polyester/VisTouch_polyester_f3_r1_v1_seg04b.csv,../dataset20260818/video/polyester/VisTouch_polyester_f3_r1_v1_seg04b.avi
VisTouch_polyester_f3_r1_v1_seg05a,polyester_f3_r1_v1,polyester,dilun,涤纶,3,3,1,1,half,rise,seg05,seg05a,train,1607155546.460,1607155552.850,6.390,../dataset20260818/audio/polyester/VisTouch_polyester_f3_r1_v1_seg05a.wav,../dataset20260818/tactile/polyester/VisTouch_polyester_f3_r1_v1_seg05a.csv,../dataset20260818/video/polyester/VisTouch_polyester_f3_r1_v1_seg05a.avi
VisTouch_polyester_f3_r1_v1_seg05b,polyester_f3_r1_v1,polyester,dilun,涤纶,3,3,1,1,half,fall,seg05,seg05b,train,1607155552.850,1607155556.740,3.890,../dataset20260818/audio/polyester/VisTouch_polyester_f3_r1_v1_seg05b.wav,../dataset20260818/tactile/polyester/VisTouch_polyester_f3_r1_v1_seg05b.csv,../dataset20260818/video/polyester/VisTouch_polyester_f3_r1_v1_seg05b.avi
VisTouch_polyester_f3_r1_v1_idle02,polyester_f3_r1_v1,polyester,dilun,涤纶,3,3,1,1,idle,idle,,idle02,train,1607155556.740,1607155562.864,6.124,../dataset20260818/audio/polyester/VisTouch_polyester_f3_r1_v1_idle02.wav,../dataset20260818/tactile/polyester/VisTouch_polyester_f3_r1_v1_idle02.csv,../dataset20260818/video/polyester/VisTouch_polyester_f3_r1_v1_idle02.avi
VisTouch_polyester_f3_r1_v1_idle03,polyester_f3_r1_v1,polyester,dilun,涤纶,3,3,1,1,idle,idle,,idle03,train,1607155562.864,1607155568.989,6.124,../dataset20260818/audio/polyester/VisTouch_polyester_f3_r1_v1_idle03.wav,../dataset20260818/tactile/polyester/VisTouch_polyester_f3_r1_v1_idle03.csv,../dataset20260818/video/polyester/VisTouch_polyester_f3_r1_v1_idle03.avi
VisTouch_polyester_f6_r1_v1_idle01,polyester_f6_r1_v1,polyester,dilun,涤纶,3,6,1,1,idle,idle,,idle01,train,1607155716.000,1607155722.920,6.920,../dataset20260818/audio/polyester/VisTouch_polyester_f6_r1_v1_idle01.wav,../dataset20260818/tactile/polyester/VisTouch_polyester_f6_r1_v1_idle01.csv,../dataset20260818/video/polyester/VisTouch_polyester_f6_r1_v1_idle01.avi
VisTouch_polyester_f6_r1_v1_seg01a,polyester_f6_r1_v1,polyester,dilun,涤纶,3,6,1,1,half,rise,seg01,seg01a,train,1607155722.920,1607155729.370,6.450,../dataset20260818/audio/polyester/VisTouch_polyester_f6_r1_v1_seg01a.wav,../dataset20260818/tactile/polyester/VisTouch_polyester_f6_r1_v1_seg01a.csv,../dataset20260818/video/polyester/VisTouch_polyester_f6_r1_v1_seg01a.avi
