clip_id,sample_id,session_id,material_english,material_chinese,class_id,force_n,split,slice_mode,phase,source_start_epoch,source_end_epoch,source_duration_s,window_stride_s,stretch_factor,stored_duration_s,audio_path,tactile_path,video_path
linen_000665,VisTouch_linen_f6_r1_v1_seg03a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135372.1200,1607135372.6200,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000665.wav,dataset/tactile/linen/linen_tactile_000665.csv,dataset/video/linen/linen_video_000665.avi
linen_000666,VisTouch_linen_f6_r1_v1_seg03a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135372.2700,1607135372.7700,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000666.wav,dataset/tactile/linen/linen_tactile_000666.csv,dataset/video/linen/linen_video_000666.avi
linen_000667,VisTouch_linen_f6_r1_v1_seg03a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135372.4200,1607135372.9200,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000667.wav,dataset/tactile/linen/linen_tactile_000667.csv,dataset/video/linen/linen_video_000667.avi
linen_000668,VisTouch_linen_f6_r1_v1_seg03a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135372.5700,1607135373.0700,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000668.wav,dataset/tactile/linen/linen_tactile_000668.csv,dataset/video/linen/linen_video_000668.avi
linen_000669,VisTouch_linen_f6_r1_v1_seg03a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135372.7200,1607135373.2200,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000669.wav,dataset/tactile/linen/linen_tactile_000669.csv,dataset/video/linen/linen_video_000669.avi
linen_000670,VisTouch_linen_f6_r1_v1_seg03a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135372.8700,1607135373.3700,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000670.wav,dataset/tactile/linen/linen_tactile_000670.csv,dataset/video/linen/linen_video_000670.avi
linen_000671,VisTouch_linen_f6_r1_v1_seg03a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135373.0200,1607135373.5200,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000671.wav,dataset/tactile/linen/linen_tactile_000671.csv,dataset/video/linen/linen_video_000671.avi
linen_000672,VisTouch_linen_f6_r1_v1_seg03a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135373.1700,1607135373.6700,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000672.wav,dataset/tactile/linen/linen_tactile_000672.csv,dataset/video/linen/linen_video_000672.avi
linen_000673,VisTouch_linen_f6_r1_v1_seg03a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135373.3200,1607135373.8200,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000673.wav,dataset/tactile/linen/linen_tactile_000673.csv,dataset/video/linen/linen_video_000673.avi
linen_000674,VisTouch_linen_f6_r1_v1_seg03a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135373.4700,1607135373.9700,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000674.wav,dataset/tactile/linen/linen_tactile_000674.csv,dataset/video/linen/linen_video_000674.avi
linen_000675,VisTouch_linen_f6_r1_v1_seg03a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135373.6200,1607135374.1200,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000675.wav,dataset/tactile/linen/linen_tactile_000675.csv,dataset/video/linen/linen_video_000675.avi
linen_000676,VisTouch_linen_f6_r1_v1_seg03a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135373.7700,1607135374.2700,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000676.wav,dataset/tactile/linen/linen_tactile_000676.csv,dataset/video/linen/linen_video_000676.avi
linen_000677,VisTouch_linen_f6_r1_v1_seg03b,linen_f6_r1_v1,linen,麻布,1,6,train,half,fall,1607135374.3900,1607135374.8900,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000677.wav,dataset/tactile/linen/linen_tactile_000677.csv,dataset/video/linen/linen_video_000677.avi
linen_000678,VisTouch_linen_f6_r1_v1_seg03b,linen_f6_r1_v1,linen,麻布,1,6,train,half,fall,1607135374.5400,1607135375.0400,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000678.wav,dataset/tactile/linen/linen_tactile_000678.csv,dataset/video/linen/linen_video_000678.avi
linen_000679,VisTouch_linen_f6_r1_v1_seg03b,linen_f6_r1_v1,linen,麻布,1,6,train,half,fall,1607135374.6900,1607135375.1900,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000679.wav,dataset/tactile/linen/linen_tactile_000679.csv,dataset/video/linen/linen_video_000679.avi
linen_000680,VisTouch_linen_f6_r1_v1_seg03b,linen_f6_r1_v1,linen,麻布,1,6,train,half,fall,1607135374.8400,1607135375.3400,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000680.wav,dataset/tactile/linen/linen_tactile_000680.csv,dataset/video/linen/linen_video_000680.avi
linen_000681,VisTouch_linen_f6_r1_v1_seg03b,linen_f6_r1_v1,linen,麻布,1,6,train,half,fall,1607135374.9900,1607135375.4900,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000681.wav,dataset/tactile/linen/linen_tactile_000681.csv,dataset/video/linen/linen_video_000681.avi
linen_000682,VisTouch_linen_f6_r1_v1_seg03b,linen_f6_r1_v1,linen,麻布,1,6,train,half,fall,1607135375.1400,1607135375.6400,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000682.wav,dataset/tactile/linen/linen_tactile_000682.csv,dataset/video/linen/linen_video_000682.avi
linen_000683,VisTouch_linen_f6_r1_v1_seg03b,linen_f6_r1_v1,linen,麻布,1,6,train,half,fall,1607135375.2900,1607135375.7900,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000683.wav,dataset/tactile/linen/linen_tactile_000683.csv,dataset/video/linen/linen_video_000683.avi
linen_000684,VisTouch_linen_f6_r1_v1_seg03b,linen_f6_r1_v1,linen,麻布,1,6,train,half,fall,1607135375.4400,1607135375.9400,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000684.wav,dataset/tactile/linen/linen_tactile_000684.csv,dataset/video/linen/linen_video_000684.avi
linen_000685,VisTouch_linen_f6_r1_v1_seg03b,linen_f6_r1_v1,linen,麻布,1,6,train,half,fall,1607135375.5900,1607135376.0900,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000685.wav,dataset/tactile/linen/linen_tactile_000685.csv,dataset/video/linen/linen_video_000685.avi
linen_000686,VisTouch_linen_f6_r1_v1_seg03b,linen_f6_r1_v1,linen,麻布,1,6,train,half,fall,1607135375.7400,1607135376.2400,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000686.wav,dataset/tactile/linen/linen_tactile_000686.csv,dataset/video/linen/linen_video_000686.avi
linen_000687,VisTouch_linen_f6_r1_v1_seg03b,linen_f6_r1_v1,linen,麻布,1,6,train,half,fall,1607135375.8900,1607135376.3900,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000687.wav,dataset/tactile/linen/linen_tactile_000687.csv,dataset/video/linen/linen_video_000687.avi
linen_000688,VisTouch_linen_f6_r1_v1_seg03b,linen_f6_r1_v1,linen,麻布,1,6,train,half,fall,1607135376.0400,1607135376.5400,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000688.wav,dataset/tactile/linen/linen_tactile_000688.csv,dataset/video/linen/linen_video_000688.avi
linen_000689,VisTouch_linen_f6_r1_v1_seg03b,linen_f6_r1_v1,linen,麻布,1,6,train,half,fall,1607135376.1900,1607135376.6900,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000689.wav,dataset/tactile/linen/linen_tactile_000689.csv,dataset/video/linen/linen_video_000689.avi
linen_000690,VisTouch_linen_f6_r1_v1_seg03b,linen_f6_r1_v1,linen,麻布,1,6,train,half,fall,1607135376.3400,1607135376.8400,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000690.wav,dataset/tactile/linen/linen_tactile_000690.csv,dataset/video/linen/linen_video_000690.avi
linen_000691,VisTouch_linen_f6_r1_v1_seg03b,linen_f6_r1_v1,linen,麻布,1,6,train,half,fall,1607135376.4900,1607135376.9900,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000691.wav,dataset/tactile/linen/linen_tactile_000691.csv,dataset/video/linen/linen_video_000691.avi
linen_000692,VisTouch_linen_f6_r1_v1_seg03b,linen_f6_r1_v1,linen,麻布,1,6,train,half,fall,1607135376.6400,1607135377.1400,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000692.wav,dataset/tactile/linen/linen_tactile_000692.csv,dataset/video/linen/linen_video_000692.avi
linen_000693,VisTouch_linen_f6_r1_v1_seg03b,linen_f6_r1_v1,linen,麻布,1,6,train,half,fall,1607135376.7900,1607135377.2900,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000693.wav,dataset/tactile/linen/linen_tactile_000693.csv,dataset/video/linen/linen_video_000693.avi
linen_000694,VisTouch_linen_f6_r1_v1_seg03b,linen_f6_r1_v1,linen,麻布,1,6,train,half,fall,1607135376.9400,1607135377.4400,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000694.wav,dataset/tactile/linen/linen_tactile_000694.csv,dataset/video/linen/linen_video_000694.avi
linen_000695,VisTouch_linen_f6_r1_v1_seg03b,linen_f6_r1_v1,linen,麻布,1,6,train,half,fall,1607135377.0900,1607135377.5900,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000695.wav,dataset/tactile/linen/linen_tactile_000695.csv,dataset/video/linen/linen_video_000695.avi
linen_000696,VisTouch_linen_f6_r1_v1_seg03b,linen_f6_r1_v1,linen,麻布,1,6,train,half,fall,1607135377.2400,1607135377.7400,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000696.wav,dataset/tactile/linen/linen_tactile_000696.csv,dataset/video/linen/linen_video_000696.avi
linen_000697,VisTouch_linen_f6_r1_v1_seg03b,linen_f6_r1_v1,linen,麻布,1,6,train,half,fall,1607135377.3900,1607135377.8900,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000697.wav,dataset/tactile/linen/linen_tactile_000697.csv,dataset/video/linen/linen_video_000697.avi
linen_000698,VisTouch_linen_f6_r1_v1_seg03b,linen_f6_r1_v1,linen,麻布,1,6,train,half,fall,1607135377.5400,1607135378.0400,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000698.wav,dataset/tactile/linen/linen_tactile_000698.csv,dataset/video/linen/linen_video_000698.avi
linen_000699,VisTouch_linen_f6_r1_v1_seg03b,linen_f6_r1_v1,linen,麻布,1,6,train,half,fall,1607135377.6900,1607135378.1900,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000699.wav,dataset/tactile/linen/linen_tactile_000699.csv,dataset/video/linen/linen_video_000699.avi
linen_000700,VisTouch_linen_f6_r1_v1_seg03b,linen_f6_r1_v1,linen,麻布,1,6,train,half,fall,1607135377.8400,1607135378.3400,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000700.wav,dataset/tactile/linen/linen_tactile_000700.csv,dataset/video/linen/linen_video_000700.avi
linen_000701,VisTouch_linen_f6_r1_v1_seg03b,linen_f6_r1_v1,linen,麻布,1,6,train,half,fall,1607135377.9900,1607135378.4900,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000701.wav,dataset/tactile/linen/linen_tactile_000701.csv,dataset/video/linen/linen_video_000701.avi
linen_000702,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135378.5400,1607135379.0400,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000702.wav,dataset/tactile/linen/linen_tactile_000702.csv,dataset/video/linen/linen_video_000702.avi
linen_000703,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135378.6900,1607135379.1900,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000703.wav,dataset/tactile/linen/linen_tactile_000703.csv,dataset/video/linen/linen_video_000703.avi
linen_000704,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135378.8400,1607135379.3400,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000704.wav,dataset/tactile/linen/linen_tactile_000704.csv,dataset/video/linen/linen_video_000704.avi
linen_000705,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135378.9900,1607135379.4900,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000705.wav,dataset/tactile/linen/linen_tactile_000705.csv,dataset/video/linen/linen_video_000705.avi
linen_000706,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135379.1400,1607135379.6400,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000706.wav,dataset/tactile/linen/linen_tactile_000706.csv,dataset/video/linen/linen_video_000706.avi
linen_000707,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135379.2900,1607135379.7900,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000707.wav,dataset/tactile/linen/linen_tactile_000707.csv,dataset/video/linen/linen_video_000707.avi
linen_000708,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135379.4400,1607135379.9400,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000708.wav,dataset/tactile/linen/linen_tactile_000708.csv,dataset/video/linen/linen_video_000708.avi
linen_000709,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135379.5900,1607135380.0900,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000709.wav,dataset/tactile/linen/linen_tactile_000709.csv,dataset/video/linen/linen_video_000709.avi
linen_000710,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135379.7400,1607135380.2400,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000710.wav,dataset/tactile/linen/linen_tactile_000710.csv,dataset/video/linen/linen_video_000710.avi
linen_000711,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135379.8900,1607135380.3900,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000711.wav,dataset/tactile/linen/linen_tactile_000711.csv,dataset/video/linen/linen_video_000711.avi
linen_000712,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135380.0400,1607135380.5400,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000712.wav,dataset/tactile/linen/linen_tactile_000712.csv,dataset/video/linen/linen_video_000712.avi
linen_000713,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135380.1900,1607135380.6900,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000713.wav,dataset/tactile/linen/linen_tactile_000713.csv,dataset/video/linen/linen_video_000713.avi
linen_000714,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135380.3400,1607135380.8400,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000714.wav,dataset/tactile/linen/linen_tactile_000714.csv,dataset/video/linen/linen_video_000714.avi
linen_000715,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135380.4900,1607135380.9900,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000715.wav,dataset/tactile/linen/linen_tactile_000715.csv,dataset/video/linen/linen_video_000715.avi
linen_000716,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135380.6400,1607135381.1400,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000716.wav,dataset/tactile/linen/linen_tactile_000716.csv,dataset/video/linen/linen_video_000716.avi
linen_000717,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135380.7900,1607135381.2900,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000717.wav,dataset/tactile/linen/linen_tactile_000717.csv,dataset/video/linen/linen_video_000717.avi
linen_000718,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135380.9400,1607135381.4400,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000718.wav,dataset/tactile/linen/linen_tactile_000718.csv,dataset/video/linen/linen_video_000718.avi
linen_000719,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135381.0900,1607135381.5900,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000719.wav,dataset/tactile/linen/linen_tactile_000719.csv,dataset/video/linen/linen_video_000719.avi
linen_000720,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135381.2400,1607135381.7400,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000720.wav,dataset/tactile/linen/linen_tactile_000720.csv,dataset/video/linen/linen_video_000720.avi
linen_000721,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135381.3900,1607135381.8900,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000721.wav,dataset/tactile/linen/linen_tactile_000721.csv,dataset/video/linen/linen_video_000721.avi
linen_000722,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135381.5400,1607135382.0400,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000722.wav,dataset/tactile/linen/linen_tactile_000722.csv,dataset/video/linen/linen_video_000722.avi
linen_000723,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135381.6900,1607135382.1900,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000723.wav,dataset/tactile/linen/linen_tactile_000723.csv,dataset/video/linen/linen_video_000723.avi
linen_000724,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135381.8400,1607135382.3400,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000724.wav,dataset/tactile/linen/linen_tactile_000724.csv,dataset/video/linen/linen_video_000724.avi
linen_000725,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135381.9900,1607135382.4900,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000725.wav,dataset/tactile/linen/linen_tactile_000725.csv,dataset/video/linen/linen_video_000725.avi
linen_000726,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135382.1400,1607135382.6400,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000726.wav,dataset/tactile/linen/linen_tactile_000726.csv,dataset/video/linen/linen_video_000726.avi
linen_000727,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135382.2900,1607135382.7900,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000727.wav,dataset/tactile/linen/linen_tactile_000727.csv,dataset/video/linen/linen_video_000727.avi
linen_000728,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135382.4400,1607135382.9400,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000728.wav,dataset/tactile/linen/linen_tactile_000728.csv,dataset/video/linen/linen_video_000728.avi
linen_000729,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135382.5900,1607135383.0900,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000729.wav,dataset/tactile/linen/linen_tactile_000729.csv,dataset/video/linen/linen_video_000729.avi
linen_000730,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135382.7400,1607135383.2400,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000730.wav,dataset/tactile/linen/linen_tactile_000730.csv,dataset/video/linen/linen_video_000730.avi
linen_000731,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135382.8900,1607135383.3900,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000731.wav,dataset/tactile/linen/linen_tactile_000731.csv,dataset/video/linen/linen_video_000731.avi
linen_000732,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135383.0400,1607135383.5400,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000732.wav,dataset/tactile/linen/linen_tactile_000732.csv,dataset/video/linen/linen_video_000732.avi
linen_000733,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135383.1900,1607135383.6900,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000733.wav,dataset/tactile/linen/linen_tactile_000733.csv,dataset/video/linen/linen_video_000733.avi
linen_000734,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135383.3400,1607135383.8400,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000734.wav,dataset/tactile/linen/linen_tactile_000734.csv,dataset/video/linen/linen_video_000734.avi
linen_000735,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135383.4900,1607135383.9900,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000735.wav,dataset/tactile/linen/linen_tactile_000735.csv,dataset/video/linen/linen_video_000735.avi
linen_000736,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135383.6400,1607135384.1400,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000736.wav,dataset/tactile/linen/linen_tactile_000736.csv,dataset/video/linen/linen_video_000736.avi
linen_000737,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135383.7900,1607135384.2900,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000737.wav,dataset/tactile/linen/linen_tactile_000737.csv,dataset/video/linen/linen_video_000737.avi
linen_000738,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135383.9400,1607135384.4400,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000738.wav,dataset/tactile/linen/linen_tactile_000738.csv,dataset/video/linen/linen_video_000738.avi
linen_000739,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135384.0900,1607135384.5900,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000739.wav,dataset/tactile/linen/linen_tactile_000739.csv,dataset/video/linen/linen_video_000739.avi
linen_000740,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135384.2400,1607135384.7400,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000740.wav,dataset/tactile/linen/linen_tactile_000740.csv,dataset/video/linen/linen_video_000740.avi
linen_000741,VisTouch_linen_f6_r1_v1_seg04a,linen_f6_r1_v1,linen,麻布,1,6,train,half,rise,1607135384.3900,1607135384.8900,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000741.wav,dataset/tactile/linen/linen_tactile_000741.csv,dataset/video/linen/linen_video_000741.avi
linen_000742,VisTouch_linen_f6_r1_v1_seg04b,linen_f6_r1_v1,linen,麻布,1,6,train,half,fall,1607135384.9600,1607135385.4600,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000742.wav,dataset/tactile/linen/linen_tactile_000742.csv,dataset/video/linen/linen_video_000742.avi
linen_000743,VisTouch_linen_f6_r1_v1_seg04b,linen_f6_r1_v1,linen,麻布,1,6,train,half,fall,1607135385.1100,1607135385.6100,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000743.wav,dataset/tactile/linen/linen_tactile_000743.csv,dataset/video/linen/linen_video_000743.avi
linen_000744,VisTouch_linen_f6_r1_v1_seg04b,linen_f6_r1_v1,linen,麻布,1,6,train,half,fall,1607135385.2600,1607135385.7600,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000744.wav,dataset/tactile/linen/linen_tactile_000744.csv,dataset/video/linen/linen_video_000744.avi
linen_000745,VisTouch_linen_f6_r1_v1_seg04b,linen_f6_r1_v1,linen,麻布,1,6,train,half,fall,1607135385.4100,1607135385.9100,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000745.wav,dataset/tactile/linen/linen_tactile_000745.csv,dataset/video/linen/linen_video_000745.avi
linen_000746,VisTouch_linen_f6_r1_v1_seg04b,linen_f6_r1_v1,linen,麻布,1,6,train,half,fall,1607135385.5600,1607135386.0600,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000746.wav,dataset/tactile/linen/linen_tactile_000746.csv,dataset/video/linen/linen_video_000746.avi
linen_000747,VisTouch_linen_f6_r1_v1_seg04b,linen_f6_r1_v1,linen,麻布,1,6,train,half,fall,1607135385.7100,1607135386.2100,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000747.wav,dataset/tactile/linen/linen_tactile_000747.csv,dataset/video/linen/linen_video_000747.avi
linen_000748,VisTouch_linen_f6_r1_v1_seg04b,linen_f6_r1_v1,linen,麻布,1,6,train,half,fall,1607135385.8600,1607135386.3600,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000748.wav,dataset/tactile/linen/linen_tactile_000748.csv,dataset/video/linen/linen_video_000748.avi
linen_000749,VisTouch_linen_f6_r1_v1_seg04b,linen_f6_r1_v1,linen,麻布,1,6,train,half,fall,1607135386.0100,1607135386.5100,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000749.wav,dataset/tactile/linen/linen_tactile_000749.csv,dataset/video/linen/linen_video_000749.avi
linen_000750,VisTouch_linen_f6_r1_v1_seg04b,linen_f6_r1_v1,linen,麻布,1,6,train,half,fall,1607135386.1600,1607135386.6600,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000750.wav,dataset/tactile/linen/linen_tactile_000750.csv,dataset/video/linen/linen_video_000750.avi
linen_000751,VisTouch_linen_f6_r1_v1_seg04b,linen_f6_r1_v1,linen,麻布,1,6,train,half,fall,1607135386.3100,1607135386.8100,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000751.wav,dataset/tactile/linen/linen_tactile_000751.csv,dataset/video/linen/linen_video_000751.avi
linen_000752,VisTouch_linen_f6_r1_v1_seg04b,linen_f6_r1_v1,linen,麻布,1,6,train,half,fall,1607135386.4600,1607135386.9600,0.500,0.150,4.0,2.000,dataset/audio/linen/linen_audio_000752.wav,dataset/tactile/linen/linen_tactile_000752.csv,dataset/video/linen/linen_video_000752.avi
